File Name,Token IDs,Label
Contract163.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 4415, 32267, 37155, 1970, 25522, 50118, 1437, 1437, 1437, 1100, 285, 6063, 18547, 2300, 131, 50140, 1437, 1437, 1437, 515, 4415, 32267, 36082, 1640, 44547, 41178, 2630, 6, 49315, 24554, 923, 4397, 50140, 1437, 1437, 1437, 47073, 1640, 44547, 18134, 46310, 18547, 2300, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 6063, 18547, 2300, 5457, 18134, 46310, 18547, 2300, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 14646, 34385, 32267, 36082, 1640, 47157, 24554, 1280, 43, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 46310, 18547, 2300, 49333, 1100, 1640, 288, 238, 22, 49695, 6063, 34533, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 8061, 321, 6, 22, 49695, 814, 1280, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 6063, 18547, 2300, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 34385, 12, 26149, 814, 1447, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 29901, 4415, 32267, 36082, 1640, 48593, 4, 29, 7232, 6, 1280, 4397, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract164.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 25294, 49605, 25522, 50118, 1437, 1437, 1437, 1100, 285, 3307, 38866, 26149, 43218, 131, 50140, 1437, 1437, 1437, 515, 4415, 38866, 26149, 26267, 10845, 1640, 44547, 41178, 2630, 6, 49315, 24554, 923, 4397, 50140, 1437, 1437, 1437, 47073, 1640, 44547, 18134, 16166, 38866, 26149, 43218, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 3307, 38866, 26149, 43218, 5457, 18134, 16166, 38866, 26149, 43218, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 14646, 34385, 38866, 26149, 26267, 10845, 1640, 47157, 24554, 1280, 43, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 16166, 38866, 26149, 43218, 49333, 1100, 1640, 288, 238, 22, 49695, 3307, 1355, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 8061, 321, 6, 22, 49695, 2937, 1280, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 3307, 38866, 26149, 43218, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 34385, 12, 16776, 26149, 10405, 1447, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 29901, 4415, 38866, 26149, 26267, 10845, 1640, 48593, 4, 29, 7232, 6, 1280, 4397, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract165.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 19268, 32267, 40169, 24290, 25522, 50118, 1437, 1437, 1437, 1100, 285, 6063, 43218, 131, 50140, 1437, 1437, 1437, 515, 3870, 10845, 35212, 1640, 44547, 40792, 6, 49315, 24554, 923, 4397, 50140, 1437, 1437, 1437, 47073, 1640, 44547, 18134, 46310, 43218, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 6063, 43218, 5457, 18134, 46310, 43218, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 14646, 46064, 32267, 26267, 10845, 1640, 47157, 24554, 1280, 43, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 46310, 43218, 49333, 1100, 1640, 288, 238, 22, 49695, 6063, 1355, 1100, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 8061, 321, 6, 22, 49695, 10405, 1280, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 6063, 43218, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 46064, 12, 26149, 10405, 1447, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 29901, 3870, 10845, 35212, 1640, 48593, 4, 29, 7232, 6, 1280, 4397, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract166.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 3870, 26149, 38644, 30931, 25522, 50118, 1437, 1437, 1437, 1100, 285, 1002, 38866, 26149, 43218, 131, 50118, 1437, 1437, 1437, 20410, 1640, 44547, 46161, 49315, 24554, 43, 285, 17172, 131, 50140, 1437, 1437, 1437, 515, 3870, 10845, 1121, 4933, 1070, 1640, 44547, 40792, 6, 49315, 24554, 1280, 6, 6755, 814, 40118, 4397, 50140, 1437, 1437, 1437, 47073, 1640, 44547, 18134, 23976, 38866, 26149, 43218, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1002, 38866, 26149, 43218, 5457, 18134, 23976, 38866, 26149, 43218, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 8068, 43048, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49371, 49049, 4, 19434, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 14646, 26267, 26149, 26267, 10845, 1640, 47157, 24554, 1280, 6, 6755, 3783, 814, 40118, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 23976, 38866, 26149, 43218, 49333, 1100, 1640, 288, 238, 22, 49695, 1002, 1355, 1100, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 8061, 321, 6, 22, 49695, 10405, 1280, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 1002, 38866, 26149, 43218, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 26267, 12, 26149, 10405, 1447, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 29901, 3870, 10845, 1121, 4933, 1070, 1640, 48593, 4, 29, 7232, 6, 1280, 6, 814, 40118, 4397, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract167.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 4415, 32267, 49605, 25522, 50118, 1437, 1437, 1437, 1100, 285, 6063, 18547, 2300, 131, 50118, 1437, 1437, 1437, 20410, 1640, 44547, 46161, 49315, 24554, 43, 285, 5694, 131, 50140, 1437, 1437, 1437, 515, 3870, 10845, 12667, 1023, 40927, 1640, 44547, 41178, 2630, 6, 49315, 24554, 923, 6, 6755, 814, 4397, 50140, 1437, 1437, 1437, 47073, 1640, 44547, 18134, 46310, 18547, 2300, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 6063, 18547, 2300, 5457, 18134, 46310, 18547, 2300, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 5042, 43048, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 5694, 10975, 48593, 4, 29, 7232, 742, 49371, 49049, 4, 19434, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 14646, 34385, 32267, 26267, 10845, 1640, 47157, 24554, 1280, 6, 6755, 3783, 814, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 46310, 18547, 2300, 49333, 1100, 1640, 288, 238, 22, 49695, 6063, 34533, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 8061, 321, 6, 22, 49695, 10405, 1280, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 6063, 18547, 2300, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 34385, 12, 26149, 10405, 1447, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 29901, 3870, 10845, 12667, 1023, 40927, 1640, 48593, 4, 29, 7232, 6, 1280, 6, 814, 4397, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract168.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 25294, 26267, 10845, 25522, 50118, 1437, 1437, 1437, 1100, 285, 1002, 32267, 43218, 131, 50140, 1437, 1437, 1437, 515, 5828, 1121, 4933, 1070, 1640, 44547, 41178, 2630, 6, 49315, 24554, 923, 6, 6755, 814, 40118, 4397, 50140, 1437, 1437, 1437, 47073, 1640, 44547, 18134, 23976, 32267, 43218, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1002, 32267, 43218, 5457, 18134, 23976, 32267, 43218, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 3008, 36082, 1640, 47157, 24554, 1280, 6, 6755, 3783, 814, 40118, 43, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 23976, 32267, 43218, 49333, 1100, 1640, 288, 238, 22, 49695, 1002, 1355, 1100, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 8061, 321, 6, 22, 49695, 814, 1280, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 1002, 32267, 43218, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 34385, 12, 26149, 814, 1447, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 29901, 5828, 1121, 4933, 1070, 1640, 48593, 4, 29, 7232, 6, 1280, 6, 814, 40118, 4397, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract169.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 4415, 32267, 45443, 25522, 50118, 1437, 1437, 1437, 1100, 285, 6063, 43218, 131, 50140, 1437, 1437, 1437, 515, 3870, 10845, 35212, 1640, 44547, 41178, 2630, 6, 49315, 24554, 923, 6, 6755, 814, 40118, 4397, 50140, 1437, 1437, 1437, 47073, 1640, 44547, 18134, 46310, 43218, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 6063, 43218, 5457, 18134, 46310, 43218, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 14646, 26267, 10845, 1640, 47157, 24554, 1280, 6, 6755, 3783, 814, 40118, 43, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 46310, 43218, 49333, 1100, 1640, 288, 238, 22, 49695, 6063, 1355, 1100, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 8061, 321, 6, 22, 49695, 10405, 1280, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 6063, 43218, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 26267, 10845, 1447, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 29901, 3870, 10845, 35212, 1640, 48593, 4, 29, 7232, 6, 1280, 6, 814, 40118, 4397, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract17.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 4415, 32267, 30383, 46552, 47515, 48587, 25522, 50118, 1437, 1437, 1437, 20410, 1640, 46823, 2881, 46161, 6755, 43, 285, 7225, 30383, 131, 50118, 1437, 1437, 1437, 20410, 1640, 46823, 2881, 46161, 6755, 43, 285, 414, 30039, 2923, 131, 50118, 1437, 1437, 1437, 1437, 50118, 1437, 1437, 1437, 515, 5423, 19163, 36267, 1640, 44547, 43220, 31, 32267, 6, 1100, 43220, 7, 32267, 6, 46487, 2881, 43220, 13561, 6, 6755, 414, 4397, 50140, 1437, 1437, 1437, 5043, 2937, 30383, 1640, 46823, 2881, 13561, 6, 6755, 3783, 92, 30383, 6, 6755, 3783, 414, 48587, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 46823, 1640, 4651, 30383, 322, 16096, 8061, 321, 6, 22, 30383, 197, 45, 28, 5802, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 7225, 30383, 10975, 808, 742, 5457, 92, 30383, 131, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 414, 30039, 2923, 10975, 808, 742, 5457, 414, 48587, 131, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 29901, 5423, 19163, 36267, 1640, 44547, 1640, 9226, 238, 1100, 1640, 288, 238, 13561, 6, 92, 30383, 4397, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",benign
Contract170.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 4415, 38866, 26149, 37155, 1970, 25522, 50118, 1437, 1437, 1437, 1100, 285, 1002, 38866, 26149, 43218, 131, 50140, 1437, 1437, 1437, 515, 4415, 38866, 26149, 26267, 10845, 1640, 44547, 41178, 2630, 6, 49315, 24554, 923, 6, 6755, 814, 40118, 4397, 50140, 1437, 1437, 1437, 47073, 1640, 44547, 18134, 23976, 38866, 26149, 43218, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1002, 38866, 26149, 43218, 5457, 18134, 23976, 38866, 26149, 43218, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 14646, 34385, 38866, 26149, 36082, 1640, 47157, 24554, 1280, 6, 6755, 3783, 814, 40118, 43, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 23976, 38866, 26149, 43218, 49333, 1100, 1640, 288, 238, 22, 49695, 1002, 1355, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 8061, 321, 6, 22, 49695, 814, 1280, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 1002, 38866, 26149, 43218, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 34385, 12, 16776, 26149, 814, 1447, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 29901, 4415, 38866, 26149, 26267, 10845, 1640, 48593, 4, 29, 7232, 6, 1280, 6, 814, 40118, 4397, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract171.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 468, 39010, 47380, 43218, 25522, 50118, 1437, 1437, 1437, 20410, 1640, 44547, 46161, 49315, 43, 285, 17172, 131, 50140, 1437, 1437, 1437, 5043, 8068, 43048, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49371, 49049, 4, 19434, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 8202, 1640, 47157, 1280, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 49230, 17172, 10975, 48593, 4, 29, 7232, 7479, 22, 19751, 43022, 2394, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 49049, 4, 29, 7232, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 46552, 1447, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49826, 1280, 131, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract172.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 468, 39010, 47380, 43218, 176, 25522, 50118, 1437, 1437, 1437, 20410, 1640, 44547, 46161, 49315, 43, 285, 17172, 131, 50140, 1437, 1437, 1437, 5043, 8068, 43048, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49371, 49049, 4, 19434, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 8202, 1640, 47157, 1280, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 49230, 17172, 10975, 48593, 4, 29, 7232, 7479, 22, 19751, 43022, 2394, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 49315, 3018, 47537, 5457, 17172, 10975, 48593, 4, 29, 7232, 44082, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 49049, 4, 29, 7232, 4, 16395, 45152, 19434, 35, 3018, 47537, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 46552, 1447, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49826, 1280, 131, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract173.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 468, 39010, 47380, 43218, 246, 25522, 50118, 1437, 1437, 1437, 20410, 1640, 44547, 46161, 49315, 43, 285, 17172, 131, 50140, 1437, 1437, 1437, 5043, 8068, 43048, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49371, 49049, 4, 19434, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 8202, 1640, 47157, 1280, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 49230, 17172, 10975, 48593, 4, 29, 7232, 7479, 22, 19751, 43022, 2394, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49826, 1280, 131, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 49049, 4, 29, 7232, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 46552, 1447, 45751, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract174.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 468, 39010, 47380, 43218, 306, 25522, 50118, 1437, 1437, 1437, 20410, 1640, 44547, 46161, 49315, 43, 285, 17172, 131, 50140, 1437, 1437, 1437, 5043, 8068, 43048, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49371, 49049, 4, 19434, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 8202, 1640, 47157, 1280, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 49315, 2394, 5457, 17172, 10975, 48593, 4, 29, 7232, 44082, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 30821, 49095, 1280, 6, 22, 19751, 43022, 2394, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 5457, 2394, 111, 1280, 131, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 49049, 4, 29, 7232, 4, 16395, 45152, 19434, 35, 1280, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 46552, 1447, 45751, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract175.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 468, 39010, 47380, 43218, 245, 25522, 50118, 1437, 1437, 1437, 20410, 1640, 44547, 46161, 49315, 43, 285, 17172, 131, 50140, 1437, 1437, 1437, 5043, 8068, 43048, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49371, 49049, 4, 19434, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 8202, 1640, 47157, 1280, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 49230, 17172, 10975, 48593, 4, 29, 7232, 7479, 22, 19751, 43022, 2394, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 150, 36, 31233, 8061, 321, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 49049, 4, 29, 7232, 4, 16395, 45152, 19434, 35, 112, 41014, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 46552, 1447, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1280, 5579, 131, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49826, 1280, 131, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract176.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 468, 39010, 47380, 43218, 401, 25522, 50118, 1437, 1437, 1437, 20410, 1640, 44547, 46161, 49315, 43, 285, 17172, 131, 50140, 1437, 1437, 1437, 5043, 8068, 43048, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49371, 49049, 4, 19434, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 8202, 1640, 47157, 1280, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 114, 36, 31233, 8061, 321, 43, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 49049, 4, 29, 7232, 4, 16395, 45152, 19434, 35, 112, 41014, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 46552, 1447, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 8202, 1640, 31233, 111, 112, 4397, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49826, 1280, 131, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
Contract177.sol,"[4862, 1073, 1916, 2705, 1571, 37249, 288, 4, 398, 4, 288, 131, 50118, 50118, 31938, 468, 39010, 47380, 43218, 406, 25522, 50118, 1437, 1437, 1437, 20410, 1640, 44547, 46161, 49315, 43, 285, 17172, 131, 50140, 1437, 1437, 1437, 5043, 8068, 43048, 285, 21467, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 49371, 49049, 4, 19434, 131, 50118, 1437, 1437, 1437, 35524, 50140, 1437, 1437, 1437, 5043, 8202, 1640, 47157, 1280, 43, 285, 25522, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 31233, 49230, 17172, 10975, 48593, 4, 29, 7232, 7479, 22, 19751, 43022, 2394, 45751, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 49315, 3018, 47537, 5457, 17172, 10975, 48593, 4, 29, 7232, 44082, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 17172, 10975, 48593, 4, 29, 7232, 742, 5457, 321, 131, 50140, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 36, 46787, 1282, 6, 4839, 5457, 49049, 4, 29, 7232, 4, 16395, 45152, 19434, 35, 3018, 47537, 24303, 46469, 45751, 50118, 1437, 1437, 1437, 1437, 1437, 1437, 1437, 2703, 1640, 42776, 6, 22, 46552, 1447, 45751, 50118, 1437, 1437, 1437, 35524, 50118, 24303, 50118]",malicious
